Check-in;Check-out;Booked;Room;Payment type;Booking amount;Status;booking_id_hash;confirmation_id_hash
2025-05-29;2025-06-02;2025-01-21T12:07:00-08:00;Double or Twin Room;Expedia Collect;601.6;postStay;29619f276c7f345346b3ae3cc41ffaf57d0e808f3794a77e71bef300d0de9b46;29619f276c7f345346b3ae3cc41ffaf57d0e808f3794a77e71bef300d0de9b46
2025-06-01;2025-06-03;2025-03-29T17:55:00-07:00;Suite;Expedia Collect;0.0;cancelled;c1b67c77461e6a3d37e461113e7cdcf4253fc678b7da07ae1796214d49c034df;c1b67c77461e6a3d37e461113e7cdcf4253fc678b7da07ae1796214d49c034df
2025-06-03;2025-06-04;2024-11-11T02:36:00-08:00;Suite;Expedia Collect;149.05;postStay;1ec5cf94ab997b6704d7cf408d130785a8a43b1f12d073bba0b82824a6dc0217;1ec5cf94ab997b6704d7cf408d130785a8a43b1f12d073bba0b82824a6dc0217
2025-06-03;2025-06-04;2024-11-11T02:36:00-08:00;Suite;Expedia Collect;149.05;postStay;c505b5d50fc2d81e180131693a5804d270c2f1a02a3c8de67be27a18be4e2fb8;c505b5d50fc2d81e180131693a5804d270c2f1a02a3c8de67be27a18be4e2fb8
2025-06-03;2025-06-04;2024-11-11T02:36:00-08:00;Suite;Expedia Collect;149.05;postStay;9239e975b815794f546756b6d67e527bb039a2ddce1acf2ff2734cfdbb6d9539;9239e975b815794f546756b6d67e527bb039a2ddce1acf2ff2734cfdbb6d9539
2025-06-03;2025-06-04;2024-11-11T02:36:00-08:00;Suite;Expedia Collect;149.05;postStay;bee54878a71c915ca3d8a9fcdeff033fed3ce03300a9c9b73fe814457787bb58;bee54878a71c915ca3d8a9fcdeff033fed3ce03300a9c9b73fe814457787bb58
2025-06-04;2025-06-06;2024-09-21T11:52:00-07:00;Suite;Expedia Collect;499.17;postStay;ef68ffefa5b5478dd386378c6b183d040af55e58b33338a15968f072e7471a50;ef68ffefa5b5478dd386378c6b183d040af55e58b33338a15968f072e7471a50
2025-06-04;2025-06-06;2024-09-21T09:34:00-07:00;Suite;Hotel Collect;492.28;postStay;9ce5b02ee5c2e1acf1be6b5e24c03882585c01f9737ca09557049da40004bd75;9ce5b02ee5c2e1acf1be6b5e24c03882585c01f9737ca09557049da40004bd75
2025-06-04;2025-06-06;2024-09-21T07:35:00-07:00;Suite;Expedia Collect;324.0;postStay;17aa76995dadbde574aeff1886e108ea499b2331dd4b2f610878c954fdc476c5;17aa76995dadbde574aeff1886e108ea499b2331dd4b2f610878c954fdc476c5
2025-06-04;2025-06-06;2024-09-20T17:56:00-07:00;Deluxe Suite;Expedia Collect;391.68;postStay;e64b5eeb98438a9351061957f7fc50967f2a7058407a95e8c29668e12a020bdc;e64b5eeb98438a9351061957f7fc50967f2a7058407a95e8c29668e12a020bdc
2025-06-04;2025-06-06;2024-09-20T17:50:00-07:00;Deluxe Suite;Expedia Collect;337.28;postStay;59db8a1e1497c889641b9fb668cbdec32f42fcb7869945df8d576f06f303eeb8;59db8a1e1497c889641b9fb668cbdec32f42fcb7869945df8d576f06f303eeb8
2025-06-05;2025-06-06;2024-09-21T09:19:00-07:00;Double or Twin Room (Small);Expedia Collect;0.0;cancelled;bdafa5507531e0e6551d674581aca042632dcb4b0ad8a6bfc351c204afd67705;bdafa5507531e0e6551d674581aca042632dcb4b0ad8a6bfc351c204afd67705
2025-06-06;2025-06-07;2025-03-27T16:22:00-07:00;Suite;Expedia Collect;198.56;postStay;2c2184b0fd3f44f47ede48b4d584bb5a31b34498b034fa68e5f1aa4904f464eb;2c2184b0fd3f44f47ede48b4d584bb5a31b34498b034fa68e5f1aa4904f464eb
2025-06-06;2025-06-10;2024-08-22T04:54:00-07:00;Double or Twin Room;Expedia Collect;549.48;postStay;b9fdbb7024c940c75f00ce34b5e201c88a441b6b70244c7a67d87cd423f665a1;b9fdbb7024c940c75f00ce34b5e201c88a441b6b70244c7a67d87cd423f665a1
2025-06-07;2025-06-08;2025-05-05T06:21:00-07:00;Double or Twin Room;Expedia Collect;141.44;postStay;b9d895bb49f4e3f32b98e9721d81f9ed6eef914e6ecce8b0d1092e1ef6ffc0d7;b9d895bb49f4e3f32b98e9721d81f9ed6eef914e6ecce8b0d1092e1ef6ffc0d7
2025-06-07;2025-06-11;2024-09-12T14:52:00-07:00;Suite;Expedia Collect;719.28;postStay;6f4833aed492c78a1e21c85d56c164ce13a769b4451b76e94bb7dd910636ef7c;6f4833aed492c78a1e21c85d56c164ce13a769b4451b76e94bb7dd910636ef7c
2025-06-08;2025-06-11;2025-01-19T16:09:00-08:00;Deluxe Suite;Expedia Collect;611.32;postStay;0b3648205f70eef39bfc1866c0b7a5d2f7fab90fda8c3ac9cee58a4c0420dd8f;0b3648205f70eef39bfc1866c0b7a5d2f7fab90fda8c3ac9cee58a4c0420dd8f
2025-06-09;2025-06-10;2025-04-27T04:06:00-07:00;Deluxe Suite;Expedia Collect;0.0;cancelled;e413d9e8131f8e34976ad66d325419759384a26662549917310eb8c8a1dd8432;e413d9e8131f8e34976ad66d325419759384a26662549917310eb8c8a1dd8432
2025-06-10;2025-06-12;2025-03-27T12:12:00-07:00;Suite;Expedia Collect;0.0;cancelled;c7d797fe2a32132fd703394464ccce5da76f9ffdf2f3432c9c50c24ac80da69f;c7d797fe2a32132fd703394464ccce5da76f9ffdf2f3432c9c50c24ac80da69f
2025-06-10;2025-06-14;2025-03-20T13:09:00-07:00;Suite;Expedia Collect;1011.52;postStay;17fff27191fe876ba2a6ad1f5a9df74bee4189b25c6bd2082aede94e6c003fe1;17fff27191fe876ba2a6ad1f5a9df74bee4189b25c6bd2082aede94e6c003fe1
2025-06-12;2025-06-13;2024-12-05T00:52:00-08:00;Deluxe Suite;Hotel Collect;0.0;cancelled;8209e8214fbbc8b795be2ff066c60a070a5cdc154cb4ee8064786c75033a10e8;8209e8214fbbc8b795be2ff066c60a070a5cdc154cb4ee8064786c75033a10e8
2025-06-12;2025-06-13;2024-12-05T00:52:00-08:00;Deluxe Suite;Hotel Collect;0.0;cancelled;d62073bec3f0465bfcaf8d493bea4593d536c0686cd1d0807f2f5e9b351146a3;d62073bec3f0465bfcaf8d493bea4593d536c0686cd1d0807f2f5e9b351146a3
2025-06-13;2025-06-15;2025-03-26T19:15:00-07:00;Suite;Expedia Collect;318.72;postStay;5c4711a8e12256249fc066f5b599d764572b9a6d77bc442ae6e9677ce9cf22a2;5c4711a8e12256249fc066f5b599d764572b9a6d77bc442ae6e9677ce9cf22a2
2025-06-13;2025-06-15;2025-03-26T18:45:00-07:00;Suite;Expedia Collect;0.0;cancelled;274c7366212a4be3726f260d4290158af276dce62b2cde3db86202625d558c49;274c7366212a4be3726f260d4290158af276dce62b2cde3db86202625d558c49
2025-06-15;2025-06-17;2025-04-28T01:24:00-07:00;Suite;Expedia Collect;398.4;postStay;8cc4726c64b5f16132ab4f6ac8cf4a4e9562e4ef6a924fb5bb5dea0019768476;8cc4726c64b5f16132ab4f6ac8cf4a4e9562e4ef6a924fb5bb5dea0019768476
2025-06-15;2025-06-17;2025-01-27T13:06:00-08:00;Suite;Expedia Collect;0.0;cancelled;bbb38451421ed8773a3d354b1a11c9d21a4649b3ad2674792b29c56bfb43e05f;bbb38451421ed8773a3d354b1a11c9d21a4649b3ad2674792b29c56bfb43e05f
2025-06-16;2025-06-17;2025-05-09T07:11:00-07:00;Deluxe Suite;Expedia Collect;193.12;postStay;a3b637d163ae754a228d676de379ce6e1e3e7a4d4ee078933ce7184b4240a44b;a3b637d163ae754a228d676de379ce6e1e3e7a4d4ee078933ce7184b4240a44b
2025-06-16;2025-06-17;2025-01-22T13:39:00-08:00;Deluxe Suite;Expedia Collect;0.0;cancelled;eda295c520f59430273d2c13ff7610390cc041badd6f5c2d68c907404415659f;eda295c520f59430273d2c13ff7610390cc041badd6f5c2d68c907404415659f
2025-06-16;2025-06-18;2024-11-22T17:45:00-08:00;Suite;Expedia Collect;312.78;postStay;60a08646606a7b8d71395d1a12577777e89c2003af1e131ce6f76d1631c31f59;60a08646606a7b8d71395d1a12577777e89c2003af1e131ce6f76d1631c31f59
2025-06-17;2025-06-20;2025-06-15T12:27:00-07:00;Deluxe Suite;Expedia Collect;658.8;postStay;6151fbcd68d8646663709915af470129748c77c3099a5fae68a7662940bc34f3;ca24e8616993f164a9ccd223f4bface754b9d75f51a6ad67c3812d27e26f5276
2025-06-18;2025-06-19;2024-07-08T12:19:00-07:00;Double or Twin Room;Expedia Collect;131.93;postStay;8e920d5ce997c3f9b69af266fdeb349d694fd4303554d8f88713526c03d6e278;8e920d5ce997c3f9b69af266fdeb349d694fd4303554d8f88713526c03d6e278
2025-06-19;2025-06-21;2024-09-02T12:46:00-07:00;Suite;Expedia Collect;291.6;postStay;05cd190e04f7119d980d79283d2e133249e3115824d5fa0e4588b4997b78c4e2;05cd190e04f7119d980d79283d2e133249e3115824d5fa0e4588b4997b78c4e2
2025-06-19;2025-06-20;2024-05-11T15:03:00-07:00;Double or Twin Room (Small);Expedia Collect;0.0;cancelled;2db3fc283f0af8c0b9e395d0cedc5a9f14f18b24c5bc037e1b59bcb6d5a7363f;2db3fc283f0af8c0b9e395d0cedc5a9f14f18b24c5bc037e1b59bcb6d5a7363f
2025-06-20;2025-06-22;2025-05-13T08:49:00-07:00;Deluxe Suite;Expedia Collect;386.24;postStay;56e7f43f819d71c5d085fcf16b5e9184399780c3bcbb00dbeb1cf52b537cbc2d;56e7f43f819d71c5d085fcf16b5e9184399780c3bcbb00dbeb1cf52b537cbc2d
2025-06-20;2025-06-22;2025-01-11T08:15:00-08:00;Suite;Expedia Collect;0.0;cancelled;d1256ea568847e6abcd5816b2cdf3f49b040c4b6e1486768707badfac743b783;d1256ea568847e6abcd5816b2cdf3f49b040c4b6e1486768707badfac743b783
2025-06-21;2025-06-24;2024-09-26T15:56:00-07:00;Suite;Expedia Collect;459.0;postStay;c8796602b4c90ef647f41528fcb8b1d07ed26bb6ca148fdf38cb40717563dff6;c8796602b4c90ef647f41528fcb8b1d07ed26bb6ca148fdf38cb40717563dff6
2025-06-23;2025-06-24;2024-11-08T16:19:00-08:00;Double or Twin Room;Expedia Collect;0.0;cancelled;e6973add4617b4831a1711987befdd9921e9af6b2fa041cf840425b607d9c640;e6973add4617b4831a1711987befdd9921e9af6b2fa041cf840425b607d9c640
2025-06-24;2025-06-28;2024-10-29T15:02:00-07:00;Suite;Expedia Collect;625.56;postStay;2dda01a2346d12000b2c4971295d1df68c21b0f84c8c8316a6f5d76be8c88d9f;2dda01a2346d12000b2c4971295d1df68c21b0f84c8c8316a6f5d76be8c88d9f
2025-06-24;2025-06-28;2024-09-13T17:37:00-07:00;Suite;Expedia Collect;0.0;cancelled;81ae1c154b59f489c662aa52acba56212c9f2f4cef17750aecd6ae55e2ebb0d9;81ae1c154b59f489c662aa52acba56212c9f2f4cef17750aecd6ae55e2ebb0d9
2025-06-27;2025-06-30;2024-11-01T07:25:00-07:00;Double or Twin Room;Expedia Collect;414.12;postStay;3ab528a4175044a88bf7a4567c96316dc66641db7f7a96a9d5c5a30a74a9559d;d2e2c74a3d914bab2ff570e970684a8f12c7dd9f23f67acf8acf8fb1411c0405
2025-06-30;2025-07-01;2024-11-20T20:51:00-08:00;Suite;Expedia Collect;0.0;cancelled;ffa22ccb53d5e67bcb41dbcf072ea9aecf1b96110e7699862980863265944d5e;ffa22ccb53d5e67bcb41dbcf072ea9aecf1b96110e7699862980863265944d5e
2025-06-30;2025-07-02;2024-10-02T07:29:00-07:00;Double or Twin Room (Small);Expedia Collect;0.0;cancelled;04f28e6966f2222c153550810321066e8db4acd160338db1610ad293e77a2da0;04f28e6966f2222c153550810321066e8db4acd160338db1610ad293e77a2da0
2025-07-03;2025-07-04;2025-07-01T01:19:00-07:00;Suite;Expedia Collect;233.24;postStay;41351a6cc3113d2321755374c63e32a98c551a984a1e94278ddafdfa48dcadde;8f6655e70fa1e903ddc7db6d590f0b585d4d089853e9d8855a95caff5358dd99
2025-07-05;2025-07-14;2024-10-20T15:51:00-07:00;Deluxe Suite;Expedia Collect;1603.8;postStay;53dccbb002b248e7eed00ac197941856757b6c88aa59b603754e25c1e744f17d;53dccbb002b248e7eed00ac197941856757b6c88aa59b603754e25c1e744f17d
2025-07-06;2025-07-09;2024-09-28T23:07:00-07:00;Double or Twin Room (Small);Expedia Collect;0.0;cancelled;f0707c059e719a1fa2439fdd6731e6fba43a474e17357bf6eda5819e87d1cc46;f0707c059e719a1fa2439fdd6731e6fba43a474e17357bf6eda5819e87d1cc46
2025-07-08;2025-07-12;2024-12-08T16:43:00-08:00;Deluxe Suite;Expedia Collect;668.32;postStay;d7748eeedc2c2ddb3a2bd71204d9356c4d768cee2163b63ae15ef5e735e0f4d6;d7748eeedc2c2ddb3a2bd71204d9356c4d768cee2163b63ae15ef5e735e0f4d6
2025-07-08;2025-07-12;2024-12-08T16:43:00-08:00;Deluxe Suite;Expedia Collect;668.32;postStay;34192aaa4107bb6a4b3b32a73bc9dbf750b86c5c329381dc0908cc455af0000b;34192aaa4107bb6a4b3b32a73bc9dbf750b86c5c329381dc0908cc455af0000b
2025-07-13;2025-07-17;2024-10-14T04:09:00-07:00;Deluxe Suite;Expedia Collect;714.24;postStay;d211df86e37100262b0de885547860eff92628a530b791bc7240d06ff1fefbb8;d211df86e37100262b0de885547860eff92628a530b791bc7240d06ff1fefbb8
2025-07-14;2025-07-17;2025-06-10T12:53:00-07:00;Double or Twin Room;Expedia Collect;483.84;postStay;f9728fb499ec6d92ed1e9724436ad490b2b4190afabb3d821e7db4590bd1e392;21e6c8c8e0b74cf55fb088fbb20a20c92bc33d2766d86b4e53205bcb5c3dea95
2025-07-17;2025-07-19;2025-04-04T15:09:00-07:00;Double or Twin Room (Small);Expedia Collect;259.84;postStay;856f84b5c276e84aa3b55844e7400e865cfec2fce00a9805a4a9ede404a5c89d;856f84b5c276e84aa3b55844e7400e865cfec2fce00a9805a4a9ede404a5c89d
2025-07-17;2025-07-19;2025-04-01T22:10:00-07:00;Suite;Expedia Collect;0.0;cancelled;ec018363c608db6bc2303e5e2ea5441f6abc441e96a77aa81ade865236c657cb;ec018363c608db6bc2303e5e2ea5441f6abc441e96a77aa81ade865236c657cb
2025-07-18;2025-07-21;2025-06-17T09:23:00-07:00;Double or Twin Room;Expedia Collect;483.84;postStay;9d99658ea088fcbd90cd3836a500cb5b48ccdbd0ca07649dad7b493b1ea222a2;a3bd6b28107f66122a0bb7cad67a387a971ebe1ff70dbf301b08306a2c311d71
2025-07-19;2025-07-21;2024-06-12T03:02:00-07:00;Deluxe Suite;Expedia Collect;0.0;cancelled;d0e7d7dddeb476f16e0182bbdf074cb6364970cac2a7bcdd3f6e32bd3936393e;d0e7d7dddeb476f16e0182bbdf074cb6364970cac2a7bcdd3f6e32bd3936393e
2025-07-22;2025-07-31;2024-12-15T16:52:00-08:00;Deluxe Suite;Expedia Collect;1487.81;postStay;4b4b9ad39c2fa89903c109ce75f7949b88175f9954967a11e4496ced4dfa6d76;4b4b9ad39c2fa89903c109ce75f7949b88175f9954967a11e4496ced4dfa6d76
2025-07-22;2025-07-23;2024-11-03T10:09:00-08:00;Suite;Expedia Collect;165.59;postStay;1cf9aabb26ae319540aea18247c9bb9969698af8a52e0a6df0ce271382bd2224;1cf9aabb26ae319540aea18247c9bb9969698af8a52e0a6df0ce271382bd2224
2025-07-26;2025-07-29;2025-05-04T20:24:00-07:00;Suite;Expedia Collect;0.0;cancelled;64a2d3ffa89e19b78e867b70595162af9e10b7166015cbaf82be47eb8504bb76;64a2d3ffa89e19b78e867b70595162af9e10b7166015cbaf82be47eb8504bb76
2025-07-31;2025-08-02;2024-12-30T13:00:00-08:00;Suite;Expedia Collect;0.0;cancelled;39279fce0ead1ff950460fe17e2e31b5fa456129fc1be171acb0f80773d767bb;39279fce0ead1ff950460fe17e2e31b5fa456129fc1be171acb0f80773d767bb
2025-08-02;2025-08-05;2025-06-05T08:38:00-07:00;Deluxe Suite;Expedia Collect;528.0;postStay;fb1e5b06d324894ff10d9371cfc179f30df51ac0b236dceb553f94aa24dd9357;e6f36ee2b8bbeea76ca5f7a7cfd7d10fedd3fc0d89a0c80aee5bd91d9239e40c
2025-08-02;2025-08-05;2024-09-29T23:14:00-07:00;Suite;Expedia Collect;437.4;postStay;91fcb56d3768859dbeaf095b02ad6bfe39effa36f704d0ed0e3c3e20156e5054;91fcb56d3768859dbeaf095b02ad6bfe39effa36f704d0ed0e3c3e20156e5054
2025-08-04;2025-08-05;2025-05-19T20:16:00-07:00;Double or Twin Room (Small);Expedia Collect;138.04;postStay;591c6904b24fda86c321a3c7cf05b79b0317b9ce62ce14ff4df93e84ebd17421;591c6904b24fda86c321a3c7cf05b79b0317b9ce62ce14ff4df93e84ebd17421
2025-08-04;2025-08-07;2024-11-06T19:08:00-08:00;Suite;Expedia Collect;447.15;postStay;00d428689e0d07d67de1921c65b592b9a231bad11429fd9bb3414068d0e88f65;00d428689e0d07d67de1921c65b592b9a231bad11429fd9bb3414068d0e88f65
2025-08-04;2025-08-07;2024-11-06T19:05:00-08:00;Suite;Expedia Collect;0.0;cancelled;303429432617d03bd3312af3085f6e4616c8e60a6290fa2c594855e6aef611ae;303429432617d03bd3312af3085f6e4616c8e60a6290fa2c594855e6aef611ae
2025-08-05;2025-08-10;2024-09-29T09:33:00-07:00;Double or Twin Room;Expedia Collect;0.0;cancelled;5b04d77da43eb17666105220927a74b52966ec479c883459e8110ccc27b22d56;5b04d77da43eb17666105220927a74b52966ec479c883459e8110ccc27b22d56
2025-08-06;2025-08-07;2025-07-26T10:50:00-07:00;Suite;Expedia Collect;0.0;cancelled;9f21c83351509bc2493d6d94267bced3ce310d4454317d947bdf06abaf0b3413;b8005739570864e46405289791dc3160b1bd7b28352a89ba60c02a6d27927dbd
2025-08-06;2025-08-07;2025-07-26T10:48:00-07:00;Double or Twin Room;Expedia Collect;0.0;cancelled;e4ecf2fda397b2fa67bdc89590605f85fc18148e478c878034b1b0a653901c32;af6e2824b617207e1b2aa1eb2c3a3f838636c98103b4c24d38666ce59f3b07a1
2025-08-07;2025-08-10;2024-09-06T02:48:00-07:00;Suite;Expedia Collect;459.0;postStay;ab78fbbc801344a69ecf1220223b380d4a047fc133a0c8b8cf42187e0f1c5a76;ab78fbbc801344a69ecf1220223b380d4a047fc133a0c8b8cf42187e0f1c5a76
2025-08-12;2025-08-14;2024-11-29T19:05:00-08:00;Deluxe Suite;Expedia Collect;349.52;postStay;d7f569aed409c7dc97d6ce7fd24592a0daa640988114b47ba604bc7a23d526dc;d7f569aed409c7dc97d6ce7fd24592a0daa640988114b47ba604bc7a23d526dc
2025-08-13;2025-08-14;2025-01-11T02:01:00-08:00;Double or Twin Room;Expedia Collect;0.0;cancelled;1b096e391d31b931e09831daacf719a46909f1e16f126c1ebf6f5ee074b5387b;1b096e391d31b931e09831daacf719a46909f1e16f126c1ebf6f5ee074b5387b
2025-08-13;2025-08-14;2024-09-19T23:41:00-07:00;Double or Twin Room (Small);Expedia Collect;0.0;cancelled;372a143099390048422dea1ccc2e480b8b51e00c5e4a347107366a70fbef3408;372a143099390048422dea1ccc2e480b8b51e00c5e4a347107366a70fbef3408
2025-08-14;2025-08-15;2025-06-11T23:47:00-07:00;Double or Twin Room;Expedia Collect;0.0;cancelled;149b834aabea0e6d33ff76ee0dcad33ee4d8248803d59822136a98d3ada8c689;248931d40721809ccd34f3e6b2ed9b828b65219baa532af0d5c4081d663661ed
2025-08-24;2025-08-27;2025-06-08T15:01:00-07:00;Deluxe Suite;Expedia Collect;0.0;cancelled;f4bf4262fd6243efe462a8133b83e2f25a30b02583cd049b0fc4dab9edcfb48f;f4da52f17ab5791aa1f6eebadec5074a01bafffa37ab5f13564cd32b7287fadc
2025-08-29;2025-08-31;2025-04-13T08:57:00-07:00;Double or Twin Room;Expedia Collect;0.0;cancelled;4b52339fea63389fea7b1208ebe17a5df72ded9d6d57aa628417b5772bd2c32b;4b52339fea63389fea7b1208ebe17a5df72ded9d6d57aa628417b5772bd2c32b
2025-08-30;2025-09-03;2025-05-15T20:32:00-07:00;Suite;Expedia Collect;775.68;postStay;af5af1cd41ace4d3eefd41705f96b84ed03c071640949597f2a5c99308ca03bc;af5af1cd41ace4d3eefd41705f96b84ed03c071640949597f2a5c99308ca03bc
2025-08-31;2025-09-03;2025-01-18T13:03:00-08:00;Deluxe Suite;Expedia Collect;695.73;postStay;260781a63a703c9ecce51ccde719dba08af767049cd600c490e0d42b44b1baf0;260781a63a703c9ecce51ccde719dba08af767049cd600c490e0d42b44b1baf0
2025-09-02;2025-09-03;2025-08-29T02:26:00-07:00;Suite;Expedia Collect;260.05;postStay;0535ec8e8243c368a52c348c1c2cf94696e5b0275f8177a635889bdc3e3c8e9e;ae2e79b066141e13def7f1ad1e311805f6ef87ef29fc42c98c6055562d7f1f95
2025-09-02;2025-09-04;2025-04-06T11:12:00-07:00;Double or Twin Room (Small);Expedia Collect;259.84;postStay;272d9d14dc9a5faa08ad7fdc1180e3aeacf5b8c89fda2ce18292573d9e8de12c;272d9d14dc9a5faa08ad7fdc1180e3aeacf5b8c89fda2ce18292573d9e8de12c
2025-09-05;2025-09-06;2025-04-18T07:45:00-07:00;Deluxe Suite;Expedia Collect;0.0;cancelled;618d9265ade3161c99d3ceae10a4b3d07e5952cd515e329dabe78c7bd9430ca3;618d9265ade3161c99d3ceae10a4b3d07e5952cd515e329dabe78c7bd9430ca3
2025-09-06;2025-09-07;2025-05-04T13:51:00-07:00;Deluxe Suite;Expedia Collect;0.0;cancelled;d791686a97d2b6efc665075b56eef8cec2b302db6b746d44757e201361a80bd8;d791686a97d2b6efc665075b56eef8cec2b302db6b746d44757e201361a80bd8
2025-09-07;2025-09-10;2025-08-18T17:17:00-07:00;Deluxe Suite;Expedia Collect;668.73;postStay;ab22cf3f74c7ec56b5af4ec49e25668296a20150c13a59e0c68eda8ddd44c731;c3cf83a1db271c05e8cf7ba103979f92cef3bc1d67d4ea8521576d4aa5a78848
2025-09-07;2025-09-09;2025-06-16T14:56:00-07:00;Deluxe Suite;Expedia Collect;336.6;postStay;a38917288d0c280cd99ef5000dbbd3beb9aaae7a38e7f51bba2726b82d0bd228;e8d522d38b2c8642bf15018f43aab61e45d9db5626fa9f820f863d0b8d6792bf
2025-09-07;2025-09-08;2025-05-07T17:06:00-07:00;Double or Twin Room (Small);Expedia Collect;0.0;cancelled;4a03a006aa9c091c02db454a8cd8e3502bd1c032e050d13cefbdd1e21885637c;4a03a006aa9c091c02db454a8cd8e3502bd1c032e050d13cefbdd1e21885637c
2025-09-11;2025-09-14;2024-05-12T05:40:00-07:00;Double or Twin Room (Small);Expedia Collect;399.6;postStay;1bf9f6ef2932b8ed9d0a1a5f20eb1d715a8caa432a0464e3a04dceb6c3bc1e4e;c09a2ab56b1cb816ab396d638d73d5531128598dcd66d4f8fea585e51504cae0
2025-09-12;2025-09-16;2024-10-01T09:55:00-07:00;Suite;Expedia Collect;792.8;postStay;94f0e2565e6de9464f68e78d2aa0501381e07a7666d73b2e0e4d77aa9efa7674;e22d88b68d5f420d79a4873163c850d8a29eb6b7bc932146e14499bb9aa44188
2025-09-14;2025-09-16;2024-12-16T22:51:00-08:00;Double or Twin Room;Expedia Collect;0.0;cancelled;c56ab46dd18048e11819fe97c90e9315893e438cd06befebeeb070d83ba016f3;c56ab46dd18048e11819fe97c90e9315893e438cd06befebeeb070d83ba016f3
2025-09-14;2025-09-21;2024-10-25T00:28:00-07:00;Suite;Expedia Collect;1084.81;postStay;d3f67cbdf07d1d764f90c349e954eca80aaac7920bf4fa2f5035e6fc1822d6ac;d3f67cbdf07d1d764f90c349e954eca80aaac7920bf4fa2f5035e6fc1822d6ac
2025-09-15;2025-09-17;2025-04-22T12:52:00-07:00;Suite;Expedia Collect;0.0;cancelled;f4f982a44cb3d5668df1d8f7deb1c7b6a3c6497617ae0d7d35f6e8cb69938024;f4f982a44cb3d5668df1d8f7deb1c7b6a3c6497617ae0d7d35f6e8cb69938024
2025-09-18;2025-09-20;2025-05-13T08:10:00-07:00;Double or Twin Room (Small);Expedia Collect;289.3;postStay;b3b61156ea116d2bc77603ed26e82f8d1c211f80f5a75ebcdd957ea6a85eed13;b3b61156ea116d2bc77603ed26e82f8d1c211f80f5a75ebcdd957ea6a85eed13
2025-09-19;2025-09-22;2024-10-29T04:03:00-07:00;Double or Twin Room;Expedia Collect;0.0;cancelled;eb64e4a743429638686ecb300caddd504dc6e4f45f7763e7fa5755ca6cf408ac;eb64e4a743429638686ecb300caddd504dc6e4f45f7763e7fa5755ca6cf408ac
2025-09-19;2025-09-22;2024-08-07T11:15:00-07:00;Deluxe Suite;Hotel Collect;0.0;cancelled;51d271f7419820666c8cbc42c755b86957805ee54e8346024927c3b1da581f8b;51d271f7419820666c8cbc42c755b86957805ee54e8346024927c3b1da581f8b
2025-09-21;2025-09-23;2025-06-04T18:45:00-07:00;Suite;Expedia Collect;0.0;cancelled;17669c4f3a7c3cfc77f67486b59e01dbfd86764d2cda0d9f4b330748091cf9a4;17669c4f3a7c3cfc77f67486b59e01dbfd86764d2cda0d9f4b330748091cf9a4
2025-09-22;2025-09-23;2025-06-10T16:27:00-07:00;Suite;Expedia Collect;199.24;postStay;97adda7b98449f8c8e4399610ed7621eeb28b0686857e46ac7ccd20384e76760;56619816340890fb2e0ffdb342a32502b922a5b3dcf64b9525752b0eec1af824
2025-09-22;2025-09-23;2025-01-04T17:54:00-08:00;Deluxe Suite;Expedia Collect;174.76;postStay;db23ec60782bc05cf0da20fbe66626fbe6d7fbf8d92b61b2d601866501643738;db23ec60782bc05cf0da20fbe66626fbe6d7fbf8d92b61b2d601866501643738
2025-09-23;2025-09-27;2024-12-01T17:52:00-08:00;Double or Twin Room;Hotel Collect;741.19;postStay;f316b83ca112842d20c92fa3ce0c015cd80443d5bee9060340f03a2e204611df;f316b83ca112842d20c92fa3ce0c015cd80443d5bee9060340f03a2e204611df
2025-09-24;2025-09-27;2025-05-29T08:06:00-07:00;Deluxe Suite;Expedia Collect;0.0;cancelled;538633ee888aab359ca21a1f971a3d36249070d8138c9a9a37a91618d11c4730;538633ee888aab359ca21a1f971a3d36249070d8138c9a9a37a91618d11c4730
2025-09-25;2025-09-26;2025-08-05T11:18:00-07:00;Suite;Expedia Collect;200.59;postStay;68f8c9a446e77fa208d49e73a5d9bb216e26aed80b120058ecca81d32d7543b0;2033b957f18bb6f7e088bc1e3fcd11c6acfe2fd519642b88d7e405d95f4bcadb
2025-09-25;2025-09-27;2025-06-05T17:00:00-07:00;Deluxe Suite;Expedia Collect;352.0;postStay;69271a3b6dc0e4f1a60195028e9577422e566f387b2c94779a38cdc90ba18e06;ab66d5eeed877bd1d340d34fb8bed20d5326c26745094ae8152e0ce660eb22b6
2025-09-25;2025-09-28;2024-11-22T18:31:00-08:00;Deluxe Suite;Expedia Collect;524.28;postStay;fb171f22f5ebe61a35993016ab11bd412ba8eb54e37aa8376aabf561400decd6;fb171f22f5ebe61a35993016ab11bd412ba8eb54e37aa8376aabf561400decd6
2025-09-25;2025-09-26;2024-11-04T18:21:00-08:00;Deluxe Suite;Expedia Collect;205.2;postStay;6c2fc9fbe2a2949cf48f443552b802eb5cc8500ca22759f991042424c441aa36;6c2fc9fbe2a2949cf48f443552b802eb5cc8500ca22759f991042424c441aa36
2025-09-27;2025-09-29;2025-06-22T18:48:00-07:00;Double or Twin Room;Expedia Collect;354.96;postStay;4003df72d9e8f2f9ac39865e5b88be743187523449450d0fcabd99252d3b1ffd;dacbb0605efc8c9ada22ba855df642b7566bea472b083da1a21db049e7fea72f
