"review_date","review_rating","review_title","review_text","review_response","source"
"2023-06-29","10.0","Maravilhoso","O quarto é excepcional! O hotel é super aconchegante e calmo! O café da manhã e imperdível, assim como o atendimento da Sra. Cândida!","","booking"
"2023-06-29","10.0","Lovely staff, very comfortable bed , we loved our stay here.","Well located and with an easy walk of top tourist attractions. Breakfast was excellent and the staff were very helpful and pleasant.

Negative: A small refrigerator in the room would be a plus","","booking"
"2023-06-30","10.0","Wonderful boutique hotel.","Very friendly staff who gave great recommendations. Convenient location. Excellent breakfast.","","booking"
"2023-07-03","9.0","","","","booking"
"2023-07-04","7.0","","Hôtel soigné et personnel très serviable

Negative: Manque d'air et de lumière dans la chambre qui était au rdc sur une rue calme, mais impossible d'ouvrir la fenêtre","","booking"
"2023-07-05","8.0","would recommend this hotel if you’ve any a cozy boutique hotel in a prime location","amazing staff superb location very clean

Negative: room for 3 was too small, safe didn’t work properly and no vegetables in breakfast","","booking"
"2023-07-05","9.0","Encantador hotel boutique","Excelente ubicación, cómodas habitaciones y buen desayuno. La estancia fue genial y todo el personal fue muy amable. Mención especial para Gonçalo,que nos ayudó mucho y siempre estuvo pendiente de que todo estuviera de nuestro agrado.

Negative: Por poner algo, diría que la habitación al estar un tiempo cerrada olía un poco a humedad,pero en general la habitación estuvo a la altura de un hotel boutique.","","booking"
"2023-07-07","8.0","Wonderful place in Lisbon easy location to everything","Excellent location","","booking"
"2023-07-07","9.0","Great location, pretty historic building, lovely breakfast, but needs shelves or dresser for clothing and hooks in bathr","Great location
Pretty historic building
Lovely breakfast

Negative: No chest of drawers or shelves in room for clothing. Large closet, but few hangers and no shelves or drawers to put clothing. It was a big room- they need to add a dresser or shelves in closet. We lived out of our suitcase for 4 days.","","booking"
"2023-07-08","8.0","Excellent staff who made the stay special","The staff is extremely friendly, warm and kind. They made our stay special in many instances. Amazing customer service. The breakfast is wonderful and the massage therapist was excellent.

Negative: The noise from the street and bars right outside made it impossible to sleep at night. The room was clean but the area rug in the main room was very dirty and should be replaced.","","booking"
"2023-07-08","9.0","Lovely","Location, size of room and cleanliness

Negative: Breakfast was very sweet based","","booking"
"2023-07-08","9.0","","Posizione fantastica per visitare la città. Palazzo molto bello e camere curate. Colazione varia e gustosa.","","booking"
"2023-07-08","10.0","","The inside of the hotel is gorgeous. The workers are very helpful and friendly.  We had to leave very early for a flight and would miss breakfast. Claudia arranged for a breakfast tray to be outside our room so we could have a bite to eat before we left.","","booking"
"2023-07-10","10.0","A hotel with character and quality","A great 13 room hotel in the perfect location.  The staff will make sure you have a great experience in Lisbon.","","booking"
"2023-07-11","8.0","Great boutique hotel for a weekend break.","Lovely old building in the heart of Lisbon

Negative: Not much, but road was quite busy.","","booking"
"2023-07-11","10.0","Exceptional staff, room, and service.","This hotel is an amazing price for the level of luxury the experience, the room, and the staff provide. Everything is sparking clean, the staff are very attentive, and they go above and beyond to ensure that your exceeds your expectations. Breakfast was also very delicious, personalized, and attentive. I would stay here again and again just to take a shower in the lovely bathroom or sleep in the perfect sheets!","","booking"
"2023-07-12","10.0","","","","booking"
"2023-07-12","10.0","","","","booking"
"2023-07-13","10.0","","","","booking"
"2023-07-13","9.0","Bien, no excelente pero una buena opciÃ³n","Un buen lugar muy bien ubicado y personal amable.

Negative: Pedimos habitaciÃ³n con dos camas en vez de una doble y no hicieron nada por facilitarlo.","","booking"
"2023-07-13","10.0","","","","booking"
"2023-07-14","10.0","","Friendly staff, great hospitality, superb breakfast, perfect location in Lisbon.

Negative: Small showers, only complaint","","booking"
"2023-07-15","10.0","Great accommodations","Claudia at check-in was fantastic and complimentary breakfast was excellent

Negative: I personally like having a washcloth but throughout my travels non of my accommodations offered one in Italy or Portugal","","booking"
"2023-07-16","10.0","Excelente y gran atencion","Impecable el cuarto, todo de primera y excelente desayuno

Negative: Nada","","booking"
"2023-07-17","9.0","Lovely hotel in good location.","A nice boutique hotel in a handy location to many attractions. Great breakfast.

Negative: Nothing.","","booking"
"2023-07-18","10.0","Absolutely gorgeous boutique hotel, excellent central location, wonderful staff!","Gorgeous little hotel in an excellent location! We were just in Lisbon for an overnight so it was a quick visit but would recommend the hotel to anyone visiting and wanting to stay in a central location. The hotel is really stylish, it has a real boutique feel. It was also incredibly clean! Our room was great - very large and all the amenities you need for a night (or a few). Quirky bathroom! The staff could not have done more for us and made us feel so welcome from start to finish! Exceptional service.

Negative: Hotel is really central which does mean there may be a little street noise - we had a wine bar in the street behind us but it was quiet by midnight/1am and hubby fell asleep instantly so it didn't bother him in the slightest. If we were staying longer, we'd have probably stayed out later as well so don't think this would've mattered so much.","","booking"
"2023-07-18","10.0","","","","booking"
"2023-07-20","9.0","","Продуманный интерьер!  Быстрое расслабление после дороги ..
Оценка высокая!!","","booking"
"2023-07-21","10.0","Completely charming and wonderful stay!","Staff were so helpful and welcoming. The building was beautiful and breakfast was fantastic. We had such a great stay here and Lisbon was just a dream to explore!

Negative: Nothing!","","booking"
"2023-07-21","9.0","","","","booking"
"2023-07-21","10.0","A estadia foi muito agradável e confortável","O café da manhã estava delicioso. Tudo muito bem servido. 
O quarto bem decorado e confortável.
Banheiro limpo e novo.

Negative: Poderia ter sido oferecido roupão e chinelo para uso do hóspede.
Poderia ter frigobar no quarto.","","booking"
"2023-07-22","10.0","Would stay again!","Our flight was delayed until 1 am and staff did excellent job with transfer from airport and information to make sure we could check in comfortably. Everyday staff was attentive and helpful!","","booking"
"2023-07-23","9.0","Geweldig klein hotel topkwaliteit","Receptionist gaf ons direct een warm welkom. Met een enthousiasme alsof we de eerste gasten ooit waren. Superfijn!","","booking"
"2023-07-23","10.0","","","","booking"
"2023-07-24","10.0","","","","booking"
"2023-07-24","9.0","","Sehr gut hat uns die Größe und zentrale Lage des Hotels gefallen. Besonders hervorheben möchten wir die Sauberkeit, die Freundlichkeit und Hilfsbereitschaft der Mitarbeiter/innen in allen Bereichen. Das Haus hat einen ganz besonderen Charme und das Frühstück lässt keine Wünsche offen. Alles hat dazu beigetragen, dass wir uns im Alecrim ao Chiado sehr wohl gefühlt und den Aufenthalt mehr als perfekt gemacht hat.

Negative: Die Betten waren für unseren Geschmack zu hart.","","booking"
"2023-07-25","9.0","","","","booking"
"2023-07-26","5.0","","Localização e Decor

Negative: Quarto em cave com janelas com barras de ferro de época.  
Encontra se a 3 metros da sala de pequeno almoço que não tem igualmente janela alguma.
Televisão não funcionou.
O número interno do hotel é  atendido a cerca de 50 kilometros , num outro hotel do Grupo.
A pessoa que atende liga a Lisboa para que um colaborador possa vir até ao quarto.
Número de "" urgência "" só é atendido a partir das 00h30. Até lá encontra se desligado. 
Não  existe elevador.
Os colaboradores, tentaram sempre ser agradáveis.","","booking"
"2023-07-26","10.0","","","","booking"
"2023-07-28","7.0","","","","booking"
"2023-07-28","8.0","Very friendly staff, perfect location, great for a couple of nights","The location and staff were great.

Negative: Our room was on the ground floor, looking directly into the street so it wasn’t very convenient to open windows.","","booking"
"2023-07-29","9.0","Great Central Hotel","Great staff and location, breakfast was lovely. Room was big and had a little balcony.

Negative: Nothing really!","","booking"
"2023-07-29","9.0","","","","booking"
"2023-07-30","10.0","Perfection! A great place to come home to","Incredibly welcoming and wonderful staff!! Could not believe how nice and caring they were. Location great and breakfast delicious","","booking"
"2023-08-04","9.0","","Great location, very friendly and helpful date staff, a comfortable and spacious room

Negative: It would be great if the rooms included a small fridge to keep water cold. Also, it didn't seem to be possible to use the electric power points next to the beds without the lights also being on.","","booking"
"2023-08-05","10.0","Fantastic, looking forward to going back!","The property was fantastic, we loved our stay here and would recommend to others. The staff were so helpful. We will be back!

Negative: Nothing, everything was excellent.","","booking"
"2023-08-05","9.0","A perfect and comfortable base to explore a fascinating city.","A pleasant, small hotel fitted into an historic house which means interesting and quirky, odd shaped spaces and a few historic features retained. There is no lift but we luckily had a ground floor room. Our room was large and perfectly comfortable and clean. A good buffet-breakfast. The staff were helpful and friendly. It is perfectly situated to explore all of Lisbon’s delights being on a short stroll to tram routes (including the famous 28) and a metro station but much that was walkable.

Negative: Nothing really - the constraints of the building were also its character. Not a complaint; Lisbon is a pretty noisy place so we couldn’t open the window at night but the air-con was fine.","","booking"
"2023-08-05","10.0","","","","booking"
"2023-08-06","10.0","","Le charme de l'hôtel, la taille de la chambre, la disponibilité, Amabilité et serviabilité du personnel de l'hôtel.","","booking"
"2023-08-06","10.0","","Localização excelente, funcionários educados e prestativos.","","booking"
"2023-08-07","10.0","","Excellent location for visiting Lisbon, all the staff exceptionally friendly and very helpful. Nothing was too much trouble for them. Room and food were both wonderful","","booking"
"2023-08-08","10.0","Outstanding Lisbon Accommodation","We loved everything: quaint large room beautifully decorated, brilliant location, comfortable beds and facilities, Staff especially Claudia and Pedro, delicious and expansive breakfast, suggestions for visits, security, airconditioning, pillows, shower, attentiveness. This was the best apartment we enjoyed throughout our entire European trip. Thank you Claudia!!!ðð§¡ðð§¡

Negative: nothing","","booking"
"2023-08-08","10.0","","","","booking"
"2023-08-09","7.0","Great location!","Lovely hotel, with amazing staff, and wonderful breakfast!

Negative: Leaving","","booking"
"2023-08-09","10.0","Fantastic experience","Superb location, staff were superb, amazing breakfast, loved it all

Negative: WiFi in the basement rooms was very poor.","","booking"
"2023-08-09","10.0","Très bien","Équipements literie emplacement gentillesse du personnel et petit déjeuner excellent

Negative: Un peu bruyant dans la rue","","booking"
"2023-08-09","10.0","","","","booking"
"2023-08-11","10.0","O melhor da área!","Quarto moderno ,espaçoso e limpo.
Localização excelente 
Funcionários super prestativos
Banheiro limpo ,novo e chuveiro excelente 
O melhor custo benefício","","booking"
"2023-08-11","10.0","","","","booking"
"2023-08-12","10.0","The hotel itself is absolutely beautiful but the people that work there are what made the experience so enjoyable. Every","The hotel itself is absolutely beautiful but the people that work there are what made the experience so enjoyable. Everyone was so friendly and helpful.  The room was massive and so beautiful we didn’t want to leave.  Location was unbeatable and the breakfast was top notch.

Negative: Room didn’t have a mini fridge.","","booking"
"2023-08-12","9.0","","The coziness and location as well as all staff

Negative: The fact that when booking I asked for a bed for a child as we were 3 and it was forgotten","","booking"
"2023-08-15","9.0","","","","booking"
"2023-08-16","8.0","","The staff are warm and welcoming, they go out of their way to ensure you get the most out of your Lisbon visit.","","booking"
"2023-08-16","10.0","Definitely highly recommended as your home away from home when discovering the awesome city of Lisbon!","Everything, we loved it! Super friendly and helpful staff, genuinely interested, very tasteful decor, top location, local knowledge, delicious breakfast, nothing is too much. We had a very spacious room which was perfect for our family of 3.

Negative: All was perfect. They told us there might be some noise, but even on the Saturday night you could hardly hear anything from the street.","","booking"
"2023-08-18","7.0","Dommage pour les chambres standard pas bonne du tout","Personnel très agréable et sympathique 
Petit déjeuner excellent 
Emplacement idéal 
Propreté

Negative: Chambre en sous sol très moyenne , sombre et humide 
Fenêtre donne sur le trottoir de la rue bruyante et bar en face très bruyant
Problème alimentation d’eau dans la salle de bain, pas de débit. 
Chambre à éviter, préférer les chambres supérieures à l’étage.","","booking"
"2023-08-20","10.0","","","","booking"
"2023-08-21","9.0","","Zeer vriendelijk personeel
Grote kamer met smaakvolle inrichting

Negative: Niets","","booking"
"2023-08-22","10.0","","","","booking"
"2023-08-24","9.0","Perfect little hotel in the middle of everything!","Very sweet, very clean boutique hotel in a perfect location to walk to everything central. Perfect room on the second floor overlooking street. The rain shower head and handheld was excellent and the bathroom was private with no see-through doors/windows etc!! Victor and Gonçalo were truly wonderful and made us feel so very welcome and appreciated!!

Negative: The beds were a little too hard for my comfort, but I liked the hotel so much that I would stay again.","","booking"
"2023-08-24","10.0","","Staff and interiors of hotel were excellent.","","booking"
"2023-08-25","10.0","Sensationell","Das Frühstück war gut. Super Zentral gelegen.
Eine familiäre Atmosphäre. Sehr aufmerksames Personal und immer freundlich. 
Sehr hilfsbereit und noch viel mehr.
Alle Sehenswürdigkeiten sind zu Fuss zu erreichen. 
Mega tollen Städtetrip erlebt. 
Kann ich jedem nur empfehlen.

Negative: Parkplatzmöglichkeiten sind verbunden mit hohen Kosten, da das Hotel keinen eigenen Parkplatz hat.","","booking"
"2023-08-25","10.0","Ein rundum tolles Hotel in bester Lage!","","","booking"
"2023-08-27","10.0","Great hotel in Lisbon","Beautiful hotel in a great location. Room was very spacious. Staff very helpful.

Negative: Nothing not to like","","booking"
"2023-08-27","10.0","Fantastic stay amazing location such a friendly welcome will be back for sure","Style and location","","booking"
"2023-08-27","9.0","Nice stay but pricey for what they offer in reality .","Beautiful and vast room.

Negative: Strange design of space . I also think that it is a little bit too expensive for the provided amenities .","","booking"
"2023-08-27","10.0","","","","booking"
"2023-08-28","9.0","Sehr schönes Boutique-Hotel","Tolles, altes Gebäude in Lissabon.
Sehr zentrale Lage und nur wenig Zimmer.
Hatten ein großes Zimmer (8) in dem nichts gefehlt hat.
Personal super freundlich und hilfsbereit.
Hervorzuheben ist das großartige Frühstück, alles frisch.
Und ganz wichtig: guter Kaffee!","","booking"
"2023-08-29","9.0","","","","booking"
"2023-08-31","10.0","Beautiful hotel with unique details in wonderful location to explore Lisbon","It was such a treat to stay at this hotel. The hotel itself is beautiful and has so many wonderful details. We arrived earlier than our check-in and they took the best care of us by treating us to a wonderful breakfast and even upgrading our room so that we could check-in earlier and rest from our travels. The daily breakfast is also great and made it very convenient for us to eat before leaving and exploring the city for the day. The location is within perfect walking distance of a lot of places to visit in Lisbon.  I would definitely stay here again on our next visit!","","booking"
"2023-09-01","9.0","","Ontbijt is fantastisch! Kamer is ruim, hotel ligt zeer centraal gelegen. Vriendelijk en behulpzaam personeel.

Negative: De bedden waren wat aan de harde kant.","","booking"
"2023-09-02","10.0","Alecrim ao Chiado was a beautiful hotel in a great location in Lisbon. We would definitely stay here again if we’re ever","Everything

Negative: Nothing","","booking"
"2023-09-04","10.0","Fabulous stay","The place was lovely. We arrived very early in the morning and were able to drop bags, get changed and head out to make the most of the day. The team were friendly and the hotel was clean, stylish and I couldn't fault anything. The breakfast was lovely and locally produced. We checked out for our flight at 4am, so the staff left us breakfast for us to take with us. Location was perfect. The hotel felt like a sanctuary in the busy city centre.

Negative: Nothing.","","booking"
"2023-09-04","10.0","","The staff was excellent. The breakfast was good.  The location was great.

Negative: Could not think of anything.","","booking"
"2023-09-05","10.0","","","","booking"
"2023-09-06","10.0","Top sem defeitos","Tudo

Negative: Tudo.Um agradecimento especial a Claudia ,que disponibilizou  o quarto bem antes horário do chef in.Adorei a estados.","","booking"
"2023-09-07","9.0","","Sehr geschmackvoll ausgestattetes Hotel, tolles Frühstück, ließ nichts an Wünschen übrig in stilvollem Ambiente.
Service und Empfang sehr nett, hilfsbereit beim Tragen der Koffer (kein Aufzug), oder beim Reservieren und Finden von guten Adressen fürs Abendessen.
Wasserkaraffe täglich immer frisch nachgefüllt auf dem Zimmer. Nespressomaschine, täglich aufgefülltes Cache mit 4 Kaffekapseln.

Negative: Trotz der zusätzlichen Klapp-Holzläden im Innenraum vor den bodentiefen Fenstern konnten wir wegen des Lärms der Straße nur sehr schlecht einschlafen. Gegenüber ein Weinlokal,  das bis weit nach Mitternacht Gäste auch im Freien hatte. Der Autoverkehr hallte wegen des Kopfsteinpflasters sehr, Viele Jugendliche zogen bis weit nach 3 Uhr morgens ""singend"" durch die Straße zur nächsten Bar...schuld war die offene Abdichtung zum Oberlicht, wo sich die Außenanlage der Klimaanlage befand. Ob sich das anders lösen ließe, weiß ich nicht...dadurch kamen die Straßengeräusche ungedämpft in den Raum. Sehr schade, wenn man nachts dringend Erholung braucht.","","booking"
"2023-09-09","10.0","Exceptional beyond all of my high expectations!","Was an exceptional stay in every aspect from Claudia’s especially warm and helpful introduction and check-in process through a beautifully presented breakfast and send-off.  I have traveled the globe, and was beyond impressed with the property and how it has been so beautifully curated, manicured and managed. It was the final night’s stay in Lisbon for our party of 8 women celebrating friendship and an annual girl’s trip - indeed it was a highlight and lovely finish to an amazing stay. 

I live part-time in Portugal and Alecrim au Chiado will be my new go-to when in Lisboa. Thanks and Kudos!","","booking"
"2023-09-11","10.0","Excellent stay right in the centre of Lisbon","It’s such a cute little boutique hotel with very nice details. Loved how comfortable the bed is. Also the location is amazing! Right in Chiado. I was worried the noise from the street will be heard but they had double glazed windows as well as shutters which made the house completely silent.","","booking"
"2023-09-11","8.0","","","","booking"
"2023-09-11","10.0","Genieten in Lissabon","Mooie grote kamer super goed ontbijt en geweldige ligging! Personeel heel attent en goede tips!

Negative: Niets!","","booking"
"2023-09-11","10.0","","","","booking"
"2023-09-12","10.0","exceptionnel","lieu magnifique, emplacement parfait, une literie excellente, et un personnel au petits soins, adresse à visiter sans hésitation.

Negative: seul bémol, le petit déjeuner devrait être servi plus tôt car 8h pour arriver c'est un peu tard","","booking"
"2023-09-12","10.0","You could not ask for anything more","The room was lovely, location perfect, the breakfast wonderful, the staff delightful- what more could you want

Negative: The street at the back of the hotel was a little noisy in the early hours but not enough to make us not want to stay there","","booking"
"2023-09-13","8.0","","","","booking"
"2023-09-14","7.0","","

Negative: ריח נורא של עובש ורטיבות !!!","","booking"
"2023-09-16","10.0","This little jewel was perfect!","Everything!","","booking"
"2023-09-18","10.0","","Beautifully renewed building, with great decor and comfort. Breakfast was delicious and restful with Claudia and the team taking great care with the guests, nothing was too much trouble.

We walked everywhere in this historic part of town. Great shopping and plentiful cafes, restaurants and bars nð¥

Negative: Doesn't have a lift, however staff carried out bags. Thankfully only one flight of stairs to our room (with a view!)","","booking"
"2023-09-19","10.0","Perfect","It couldn't have been better.  The staff were wonderful and very helpful.

Breakfast was marvelous and loved the honor bar in the common area.

They stowed our luggage before checkin and after checkout and carried it all for us. There were 6 in our group in 3 rooms.

Our 3 rooms were all different and beautifully decorated.

Negative: Nothing.  It's on a pretty steep hill but not too bad.  The rowdy revelers were young and loud but that was only for a few minutes.","","booking"
"2023-09-20","10.0","","Raffinata struttura in posizione ottimale per visitare Lisbona muovendosi a  piedi. Staff molto cortese e disponibile, in particolare Goncalo che conoscendo la ns lingua   ci ha  intrattenuti fornendoci utili consigli e suggerito un buon ristorante. Camera spaziosa ed accogliente.

Negative: La colazione non estremamente varia ma sopratutto con alcune cose che devi prenotare entro la sera prima tipo yogurt, frutta o latte freddo che potrebbero benissimo essere messi a disposizione insieme a tutto il resto.  Frutta anche questa servita solo se ordinata e un po' limitata: una coppa per due persone. Visto la tipologia di albergo.......","","booking"
"2023-09-21","8.0","","","","booking"
"2023-09-22","10.0","","","","booking"
"2023-09-22","8.0","Great property, great location","Great location, great room. Loved the finish and the decor. Bathroom was lovely

Negative: Very noisy, our room was next to the reception and there was no sound proofing on the door, including a gap under the door which meant we could hear alot of noise from reception during all hours.","","booking"
"2023-09-23","9.0","","","","booking"
"2023-09-23","9.0","Hotel great and location wonderful.","Lovely clean spacious bedroom. The staff were very nice and bent over backwards to help with our needs.  The breakfast was very good and great choice.  Staff were attentive.

Negative: We booked one week and it would have been nice to have drawers to put clothes in.   Also small fridge. Although the staff were extremely attentive and we were able to put drinks in their fridge","","booking"
"2023-09-24","7.0","We very much appreciated the stafff but feel our room was overpriced.","Staff is excellent. The lobby is nicely appointed. The breakfast was good. Our room was a pleasant size and well appointed.

Negative: Our room smelled of mildew. The power shut off in the middle of the night and turned of my husband’s CPAP machine and interrupted recharging of devices. Our room window was unexpectedly very close to the street and I was awakened most of the night by traffic and revelers.","","booking"
"2023-09-25","10.0","A place to save and return whenever in Lisbon","All, breakfast is amazing, design  is wonderful","","booking"
"2023-09-25","10.0","FantÃ¡stico para una escapada","Todo genial, la ubicaciÃ³n, el trato del personal, la limpieza, la amplitud de la habitaciÃ³n, el desayuno, el encanto de las instalaciones. Muy cerca de las zonas mÃ¡s bonitas de Lisboa y a la vez muy tranquilo.

Negative: Nada, ni una pega","","booking"
"2023-09-26","10.0","Wonderful hotel with a wonderful team","The team at Alecrim were the best part about it. They were friendly and helpful and even allowed me to stay in my room until 6pm so I could change and shower before my flight. The room was spacious and comfortable with everything one might need for a perfect stay. Great location, close to the sea and the city.

Negative: Nothing","","booking"
"2023-09-27","10.0","","","","booking"
"2023-09-28","7.0","","","","booking"
"2023-09-29","9.0","","Sehr freundliches Personal, man fÃ¼hlt sich sofort wohl und perfekte Lage.","","booking"
"2023-09-29","10.0","","","","booking"
"2023-09-30","10.0","Such a gem!!! Amazing location and breakfast!!","I liked the location, the breakfast was AMAZING and our room was very spacious!! It was just about perfect!

Negative: My only complaint is we had a front room on the street and if you’re a light sleeper which we are, it’s pretty noisy. But I’m sure the other rooms were quieter","","booking"
"2023-10-01","9.0","","","","booking"
"2023-10-01","9.0","Great location. Excellent value.","The location was excellent. The room was large. The breakfast was very good. The value was superior.

Negative: The street is a little noisy.","","booking"
"2023-10-03","10.0","","Excellent location and beautiful spacious room and bathroom. Staff were very accommodating and offered breakfast-to-go as we were leaving before breakfast. Would come back again and definitely recommend.","","booking"
"2023-10-05","9.0","","Außerordentlich hilfsbereiter und freundlicher Service. Mitten in der Altstadt gelegen, damit super Lage und alles gut zu Fuß erreichbar. Zimmer geschmackvoll eingerichtet.  Sauberes Wohfühlhotel mit persönlicher Atmosphäre. Gerne wieder.

Negative: Durch die zentrale Lage leider keine Parkplätze vorhanden. Aber in Fußnähe Parkhäuser erreichbar, in denen man den Wagen ganztägig abstellen kann (24 h).","","booking"
"2023-10-06","9.0","would highly recommend","good location, clean, breakfast very good, staff very friendly and helpful","","booking"
"2023-10-08","10.0","","","","booking"
"2023-10-10","10.0","Il soggiorno c/o Alecrim è stato assolutamente positivo.","Ottimo boutique hotel, in pieno centro, camera accogliente e silenziosa (nonostante la zona centrale e ""festaiola"" della città), molto pulito, colazione ottima, tutto il personale disponibile, gentile, efficiente.

Negative: Non c'è stato nulla di negativo.","","booking"
"2023-10-14","5.0","","","","booking"
"2023-10-15","10.0","Exceptional Hotel, Location & Staff","The Hotel was exceptional. Very Clean, awesome location and fantastic staff.

Negative: Nothing that was not to our expectation","","booking"
"2023-10-16","9.0","I appreciate all the  staff especially Gonzalo. He went out of his way to help us with our Uber , our luggages , our tra","Great location near center of the city .","","booking"
"2023-10-16","8.0","Séjour agréable","L'emplacement et l'amabilité et la disponibilité du personnel.

Negative: Vu l'emplacement il faut s'attendre à parfois un peu de bruits la nuit.","","booking"
"2023-10-17","10.0","Overnight","Quaint, clean, staff friendly and helpful, location","","booking"
"2023-10-19","9.0","Super emplacement, belle chambre cosy","Super emplacement

Negative: RAS","","booking"
"2023-10-20","8.0","","","","booking"
"2023-10-21","10.0","Ein Hotel mit Empfehlung.","Sehr guter Service, saubere Zimmer, schmackhaftes FrÃ¼hstÃ¼ck und freundliches Personal. Die zentrale Lage passt.","","booking"
"2023-10-21","10.0","","","","booking"
"2023-10-22","8.0","","","","booking"
"2023-10-22","10.0","","Location, staff and breakfast. Beautiful hotel.","","booking"
"2023-10-22","10.0","Totally enjoyed our stay, would highly recommend and definitely would stay again.","Very stylish, carefully decorated, room was very spacious. There were other residents but it was very quiet.

Negative: Not much, it was great!","","booking"
"2023-10-22","10.0","First trip to Lisbon and I found the perfect place to stay!","The location was fantastic - could walk just about everywhere and if I couldn’t the train/metro station was a 6 minute walk. It was extremely comfortable and the staff were very friendly and went above and being to help with any issues. My room was ready before the official check in time and I was able to have right away. And they carried the bags to and from my room. Definitely recommend!!!

Negative: Nothing","","booking"
"2023-10-23","10.0","Had a lovely visit and enjoyed this hotel!","","","booking"
"2023-10-24","8.0","","","","booking"
"2023-10-24","9.0","Perfect stay for couples","Claudia went out of her way to welcome and assist us.","","booking"
"2023-10-24","10.0","Tout est parfait","Bel accueil , du personnel accueillants et bienveillants 
Propreté des chambres , lieu stratégique pour visiter Lisbonne et  profiter le soir 
Petit déjeuner varié et copieux

Negative: Rien","","booking"
"2023-10-25","10.0","","Everything!!! 
The room was excellent ,clean with all the comforts! the location was ideal. The personel was professional, friendly and always eager to assist the customers needs. 
Highly recommend!!!","","booking"
"2023-10-27","10.0","PERFEKT !","","","booking"
"2023-10-28","9.0","Thoroughly enjoyed our stay and would definitely like to return at some point. Thank you!","Breakfast was amazing- great choice and service.
Location was as expected -in centre of city- absolutely perfect for our stay. All staff were so polite and helpful.","","booking"
"2023-10-29","10.0","Άριστη διαμονη","Εξαιρετικό πρωινό φιλικότατο και ευγενικό προσωπικό κορυφαία τοποθεσία.","","booking"
"2023-10-30","9.0","","","","booking"
"2023-10-31","9.0","","","","booking"
"2023-11-01","8.0","Excellent stay","Fabulous staff,location,breakfast

Negative: Room 10 small shower","","booking"
"2023-11-01","10.0","Wonderful staff that made you welcome, delicious breakfast and a beautiful property to stay in","The property is beautifully decorated and furnished with lots of character","","booking"
"2023-11-01","10.0","Beautiful room, lovely breakfast  and fabulous hotel staff","Property was lovely and hotel staff were very professional and most helpful.

Negative: Nothing","","booking"
"2023-11-02","9.0","Great location. Stay in front part rooms.","Location, staff, breakfast.

Negative: Back street noise.","","booking"
"2023-11-03","10.0","A portuguese guest house in the heart of Lisbon which bring a better experience than a hotel.","The location is prime, is near everything what is best to visit in Lisbon. From restaurants to historical places. The staff is great, specially Claudia and Candinha. They are so kind and always find a way to make our stay more comfortable and give tips about Lisbon and other cities nearby.

Negative: Nothing that I remember.","","booking"
"2023-11-05","9.0","","","","booking"
"2023-11-05","9.0","Perfekte Unterkunft für eine Städtereise nach Lissabon","Sehr freundliche Begrüßung in einem alten Gebäude, das sehr gemütlich eingerichtet war und wir fussläufig alles erreichen konnten.
Das Zimmer war gemütlich, das Bett sehr bequem.
Das Frühstück ließ (zumindest für uns) keine Wünsche offen.","","booking"
"2023-11-06","10.0","","","","booking"
"2023-11-08","9.0","It’s a really cosy hotel, in a geat location and I felt super comfortable here","Staff were super friendly and personable. Made you feel like it was your home. Very impressed","","booking"
"2023-11-08","10.0","","","","booking"
"2023-11-11","9.0","Perfekt läge och underbar personal","Underbar personal som gjorde allt för att vår vistelse skulle vara bra. God frukost och perfekt läge. Bar våra väskor till och från rummet.

Negative: Det finns ingen hiss. Vårt rum var i källarplan och blev mycket fuktigt i regnet.","","booking"
"2023-11-11","7.0","","","","booking"
"2023-11-13","10.0","je recommande !!","petit dÃ©jeuner exceptionnel, personnel aux petits soins, hÃ´tel impeccable.

Negative: rien","","booking"
"2023-11-14","10.0","","Love the design. Also, the team working both in the evening and morning were fantastic. Their recommendations were great and helped us get on our way! Thank you so much! Would definitely stay again!","","booking"
"2023-11-15","10.0","Great accommodation with fantastic staff!","The friendliness of everyone was fantastic! Room was big, comfortable and very clean. Breakfast was great.

Negative: The only thing I can think of is that there was no conditioner in the room.","","booking"
"2023-11-15","10.0","Don’t hesitate book this hotel","The staff are very polite and welcoming. The hotel is extremely clean and in the central location for exploring the city.

Negative: Be nice to be able to dim the lights a little","","booking"
"2023-11-16","10.0","Charming boutique hotel in an amazing location.","The location and Gonçalo was very welcoming.

Negative: Nothing, I was very happy with my stay.","","booking"
"2023-11-17","4.0","","Was clean although the room we were in needed some painting. Nice breakfast.

Negative: The noise inside the hotel was horrendous. Led to believe there was a bar, its just a little table with a few bottles on known as an honesty bar. No view whatsoever..just the building across the street.","","booking"
"2023-11-19","8.0","","Magnificent breakfast: perfectly curated and had everything we loved! Probably the best one we've had to date. The location of the hotel was superb, and the staff was really nice and helpful. Rooms were ample and each had an own AC unit, nicely decorated as well! We also liked the use of codes instead of having to carry keys with us.

Negative: Our rooms were in the basement, and after heavy rains it really smelled a bit funky. Additionally, it must've been some strong cleaning soaps that were used, giving the rooms a strong scent as well. The beds were hard, although some people might appreciate that. Our room's huge window was street level where people tended to e.g. lean on and have a smoke in front of it, so we felt like we were in a fishing bowl and needed to keep everything shut during our entire stay. The staff was great, but many times hard to locate (rarely at front desk).","","booking"
